"File name","WAVE0017.CSV","V 1.11"
"Title comment","1TEST"
"Trigger Time","21-08-03 18:27:12"
"Ch","Mode","Range","Comment","Scaling","Ratio","Offset"
 2.700000000E+01, 4.16000E+01, 7.26000E+01, 6.15000E+01, 2.50000E+01,0,
 2.800000000E+01, 4.20000E+01, 7.37000E+01, 6.28000E+01, 2.50000E+01,0,
 2.900000000E+01, 4.24000E+01, 7.38000E+01, 6.48000E+01, 2.50000E+01,0,
 3.000000000E+01, 4.31000E+01, 7.45000E+01, 6.61000E+01, 2.49000E+01,0,
 3.100000000E+01, 4.36000E+01, 7.49000E+01, 6.65000E+01, 2.49000E+01,0,
 3.200000000E+01, 4.39000E+01, 7.57000E+01, 6.69000E+01, 2.49000E+01,0,
 3.300000000E+01, 4.43000E+01, 7.63000E+01, 6.83000E+01, 2.49000E+01,0,
 3.400000000E+01, 4.51000E+01, 7.65000E+01, 7.00000E+01, 2.49000E+01,0,
 3.500000000E+01, 4.57000E+01, 7.69000E+01, 7.07000E+01, 2.50000E+01,0,
 3.600000000E+01, 4.69000E+01, 7.71000E+01, 7.20000E+01, 2.50000E+01,0,
 3.700000000E+01, 4.73000E+01, 7.90000E+01, 7.36000E+01, 2.50000E+01,0,
 3.800000000E+01, 4.72000E+01, 7.92000E+01, 7.46000E+01, 2.49000E+01,0,
 3.900000000E+01, 4.76000E+01, 7.94000E+01, 7.43000E+01, 2.49000E+01,0,
 4.000000000E+01, 4.79000E+01, 8.05000E+01, 7.50000E+01, 2.50000E+01,0,
 4.100000000E+01, 4.84000E+01, 8.19000E+01, 7.62000E+01, 2.51000E+01,0,
 4.200000000E+01, 4.83000E+01, 8.21000E+01, 7.61000E+01, 2.50000E+01,0,
 4.300000000E+01, 4.88000E+01, 8.22000E+01, 7.71000E+01, 2.49000E+01,0,
 4.400000000E+01, 4.90000E+01, 8.30000E+01, 7.93000E+01, 2.49000E+01,0,
 4.500000000E+01, 4.91000E+01, 8.57000E+01, 8.03000E+01, 2.50000E+01,0,
 4.600000000E+01, 4.98000E+01, 8.63000E+01, 8.00000E+01, 2.51000E+01,0,
 4.700000000E+01, 5.08000E+01, 8.72000E+01, 8.07000E+01, 2.50000E+01,0,
 4.800000000E+01, 5.18000E+01, 8.85000E+01, 8.04000E+01, 2.50000E+01,0,
 4.900000000E+01, 5.22000E+01, 8.88000E+01, 8.19000E+01, 2.50000E+01,0,
 5.000000000E+01, 5.22000E+01, 8.83000E+01, 8.36000E+01, 2.50000E+01,0,
 5.100000000E+01, 5.27000E+01, 8.92000E+01, 8.47000E+01, 2.50000E+01,0,
 5.200000000E+01, 5.31000E+01, 8.87000E+01, 8.58000E+01, 2.50000E+01,0,
 5.300000000E+01, 5.36000E+01, 8.87000E+01, 8.66000E+01, 2.50000E+01,0,
 5.400000000E+01, 5.39000E+01, 8.93000E+01, 8.79000E+01, 2.50000E+01,0,
 5.500000000E+01, 5.40000E+01, 9.03000E+01, 8.85000E+01, 2.51000E+01,0,
 5.600000000E+01, 5.37000E+01, 9.13000E+01, 8.91000E+01, 2.50000E+01,0,
 5.700000000E+01, 5.36000E+01, 9.06000E+01, 8.85000E+01, 2.50000E+01,0,
 5.800000000E+01, 5.39000E+01, 8.97000E+01, 8.89000E+01, 2.49000E+01,0,
 5.900000000E+01, 5.43000E+01, 8.98000E+01, 9.02000E+01, 2.50000E+01,0,
 6.000000000E+01, 5.48000E+01, 8.98000E+01, 9.06000E+01, 2.50000E+01,0,
 6.100000000E+01, 5.50000E+01, 9.20000E+01, 9.17000E+01, 2.50000E+01,0,
 6.200000000E+01, 5.57000E+01, 9.39000E+01, 9.25000E+01, 2.50000E+01,0,
 6.300000000E+01, 5.55000E+01, 9.35000E+01, 9.32000E+01, 2.49000E+01,0,
 6.400000000E+01, 5.54000E+01, 9.46000E+01, 9.37000E+01, 2.49000E+01,0,
 6.500000000E+01, 5.70000E+01, 9.35000E+01, 9.43000E+01, 2.50000E+01,0,
 6.600000000E+01, 5.74000E+01, 9.45000E+01, 9.50000E+01, 2.50000E+01,0,
 6.700000000E+01, 5.67000E+01, 9.30000E+01, 9.58000E+01, 2.49000E+01,0,
 6.800000000E+01, 5.65000E+01, 9.27000E+01, 9.63000E+01, 2.49000E+01,0,
 6.900000000E+01, 5.62000E+01, 9.28000E+01, 9.69000E+01, 2.50000E+01,0,
 7.000000000E+01, 5.59000E+01, 9.10000E+01, 9.70000E+01, 2.51000E+01,0,
 7.100000000E+01, 5.57000E+01, 8.95000E+01, 9.64000E+01, 2.50000E+01,0,
 7.200000000E+01, 5.62000E+01, 8.89000E+01, 9.76000E+01, 2.49000E+01,0,
 7.300000000E+01, 5.61000E+01, 9.03000E+01, 9.79000E+01, 2.50000E+01,0,
 7.400000000E+01, 5.59000E+01, 9.20000E+01, 9.63000E+01, 2.52000E+01,0,
 7.500000000E+01, 5.72000E+01, 9.09000E+01, 9.75000E+01, 2.52000E+01,0,
 7.600000000E+01, 5.78000E+01, 9.19000E+01, 9.84000E+01, 2.50000E+01,0,
 7.700000000E+01, 5.82000E+01, 9.03000E+01, 9.85000E+01, 2.50000E+01,0,
 7.800000000E+01, 5.79000E+01, 9.04000E+01, 9.84000E+01, 2.50000E+01,0,
 7.900000000E+01, 5.72000E+01, 9.02000E+01, 9.91000E+01, 2.50000E+01,0,
 8.000000000E+01, 5.72000E+01, 9.05000E+01, 9.96000E+01, 2.50000E+01,0,
 8.100000000E+01, 5.73000E+01, 8.97000E+01, 9.92000E+01, 2.50000E+01,0,
 8.200000000E+01, 5.70000E+01, 8.84000E+01, 9.98000E+01, 2.49000E+01,0,
 8.300000000E+01, 5.67000E+01, 8.73000E+01, 1.00700E+02, 2.49000E+01,0,
 8.400000000E+01, 5.66000E+01, 8.62000E+01, 1.01000E+02, 2.49000E+01,0,
 8.500000000E+01, 5.68000E+01, 8.55000E+01, 9.84000E+01, 2.50000E+01,0,
 8.600000000E+01, 5.84000E+01, 8.52000E+01, 9.91000E+01, 2.50000E+01,0,
 8.700000000E+01, 6.00000E+01, 8.73000E+01, 9.98000E+01, 2.49000E+01,0,
 8.800000000E+01, 6.10000E+01, 8.83000E+01, 1.00500E+02, 2.50000E+01,0,
 8.900000000E+01, 6.15000E+01, 8.98000E+01, 9.92000E+01, 2.50000E+01,0,
 9.000000000E+01, 6.02000E+01, 9.00000E+01, 1.00300E+02, 2.50000E+01,0,
 9.100000000E+01, 5.91000E+01, 8.87000E+01, 1.01400E+02, 2.50000E+01,0,
 9.200000000E+01, 5.87000E+01, 8.73000E+01, 1.00500E+02, 2.50000E+01,0,
 9.300000000E+01, 5.84000E+01, 8.70000E+01, 1.01600E+02, 2.49000E+01,0,
 9.400000000E+01, 5.87000E+01, 8.65000E+01, 1.02500E+02, 2.50000E+01,0,
 9.500000000E+01, 5.95000E+01, 8.66000E+01, 1.03300E+02, 2.50000E+01,0,
 9.600000000E+01, 6.08000E+01, 8.69000E+01, 1.03500E+02, 2.50000E+01,0,
 9.700000000E+01, 6.05000E+01, 8.73000E+01, 1.01500E+02, 2.50000E+01,0,
 9.800000000E+01, 6.02000E+01, 8.78000E+01, 1.00600E+02, 2.50000E+01,0,
 9.900000000E+01, 5.99000E+01, 8.73000E+01, 1.01900E+02, 2.50000E+01,0,
 1.000000000E+02, 5.99000E+01, 8.72000E+01, 1.03000E+02, 2.50000E+01,0,
 1.010000000E+02, 5.98000E+01, 8.71000E+01, 1.02000E+02, 2.50000E+01,0,
 1.020000000E+02, 5.98000E+01, 8.72000E+01, 1.02400E+02, 2.50000E+01,0,
 1.030000000E+02, 6.09000E+01, 8.64000E+01, 1.02300E+02, 2.50000E+01,0,
 1.040000000E+02, 6.10000E+01, 8.63000E+01, 1.02500E+02, 2.50000E+01,0,
 1.050000000E+02, 6.03000E+01, 8.82000E+01, 1.02700E+02, 2.50000E+01,0,
 1.060000000E+02, 5.99000E+01, 8.96000E+01, 1.03700E+02, 2.50000E+01,0,
 1.070000000E+02, 5.95000E+01, 8.87000E+01, 1.04800E+02, 2.50000E+01,0,
 1.080000000E+02, 5.94000E+01, 8.89000E+01, 1.04500E+02, 2.50000E+01,0,
 1.090000000E+02, 5.85000E+01, 8.86000E+01, 1.04400E+02, 2.50000E+01,0,
 1.100000000E+02, 5.93000E+01, 8.93000E+01, 1.04300E+02, 2.50000E+01,0,
 1.110000000E+02, 5.95000E+01, 8.86000E+01, 1.01800E+02, 2.49000E+01,0,
 1.120000000E+02, 5.87000E+01, 8.73000E+01, 1.03100E+02, 2.52000E+01,0,
 1.130000000E+02, 5.92000E+01, 8.43000E+01, 1.02000E+02, 2.52000E+01,0,
 1.140000000E+02, 5.95000E+01, 8.24000E+01, 1.02400E+02, 2.52000E+01,0,
 1.150000000E+02, 6.00000E+01, 8.18000E+01, 1.03400E+02, 2.52000E+01,0,
 1.160000000E+02, 6.07000E+01, 8.27000E+01, 1.00400E+02, 2.52000E+01,0,
 1.170000000E+02, 6.15000E+01, 8.39000E+01, 9.93000E+01, 2.53000E+01,0,
 1.180000000E+02, 6.05000E+01, 8.33000E+01, 1.00700E+02, 2.53000E+01,0,
 1.190000000E+02, 6.02000E+01, 8.30000E+01, 1.01700E+02, 2.53000E+01,0,
 1.200000000E+02, 5.98000E+01, 8.24000E+01, 1.03000E+02, 2.52000E+01,0,
 1.210000000E+02, 5.94000E+01, 8.19000E+01, 1.03900E+02, 2.51000E+01,0,
 1.220000000E+02, 5.95000E+01, 8.23000E+01, 1.04100E+02, 2.51000E+01,0,
 1.230000000E+02, 5.88000E+01, 8.23000E+01, 1.04300E+02, 2.52000E+01,0,
 1.240000000E+02, 5.91000E+01, 8.20000E+01, 1.03500E+02, 2.53000E+01,0,
 1.250000000E+02, 5.92000E+01, 8.20000E+01, 1.02400E+02, 2.53000E+01,0,
 1.260000000E+02, 5.88000E+01, 8.15000E+01, 1.02800E+02, 2.52000E+01,0,
 1.270000000E+02, 5.88000E+01, 8.03000E+01, 1.03700E+02, 2.52000E+01,0,
 1.280000000E+02, 5.83000E+01, 7.92000E+01, 1.02500E+02, 2.51000E+01,0,
 1.290000000E+02, 5.90000E+01, 7.89000E+01, 1.03500E+02, 2.51000E+01,0,
 1.300000000E+02, 5.94000E+01, 7.99000E+01, 1.00700E+02, 2.53000E+01,0,
 1.310000000E+02, 5.92000E+01, 8.03000E+01, 1.00100E+02, 2.55000E+01,0,
 1.320000000E+02, 5.88000E+01, 7.94000E+01, 1.02200E+02, 2.53000E+01,0,
 1.330000000E+02, 6.04000E+01, 7.92000E+01, 1.02400E+02, 2.51000E+01,0,
 1.340000000E+02, 6.06000E+01, 8.01000E+01, 1.00600E+02, 2.51000E+01,0,
 1.350000000E+02, 6.16000E+01, 8.12000E+01, 9.95000E+01, 2.51000E+01,0,
 1.360000000E+02, 6.31000E+01, 8.32000E+01, 9.95000E+01, 2.51000E+01,0,
 1.370000000E+02, 6.27000E+01, 8.32000E+01, 1.00200E+02, 2.51000E+01,0,
 1.380000000E+02, 6.37000E+01, 8.39000E+01, 1.01900E+02, 2.51000E+01,0,
 1.390000000E+02, 6.43000E+01, 8.53000E+01, 1.03100E+02, 2.51000E+01,0,
 1.400000000E+02, 6.41000E+01, 8.64000E+01, 1.04100E+02, 2.51000E+01,0,
 1.410000000E+02, 6.30000E+01, 8.72000E+01, 1.03200E+02, 2.51000E+01,0,
 1.420000000E+02, 6.27000E+01, 8.80000E+01, 1.04500E+02, 2.50000E+01,0,
 1.430000000E+02, 6.24000E+01, 8.81000E+01, 1.04500E+02, 2.50000E+01,0,
 1.440000000E+02, 6.26000E+01, 8.69000E+01, 1.04700E+02, 2.50000E+01,0,
 1.450000000E+02, 6.24000E+01, 8.53000E+01, 1.04000E+02, 2.50000E+01,0,
 1.460000000E+02, 6.27000E+01, 8.48000E+01, 1.05300E+02, 2.49000E+01,0,
 1.470000000E+02, 6.24000E+01, 8.45000E+01, 1.05600E+02, 2.50000E+01,0,
 1.480000000E+02, 6.24000E+01, 8.45000E+01, 1.06200E+02, 2.51000E+01,0,
 1.490000000E+02, 6.27000E+01, 8.56000E+01, 1.04400E+02, 2.51000E+01,0,
 1.500000000E+02, 6.22000E+01, 8.60000E+01, 1.04300E+02, 2.52000E+01,0,
 1.510000000E+02, 6.16000E+01, 8.64000E+01, 1.04600E+02, 2.52000E+01,0,
 1.520000000E+02, 6.18000E+01, 8.57000E+01, 1.04400E+02, 2.52000E+01,0,
 1.530000000E+02, 6.24000E+01, 8.54000E+01, 1.05800E+02, 2.51000E+01,0,
 1.540000000E+02, 6.41000E+01, 8.59000E+01, 1.05600E+02, 2.52000E+01,0,
 1.550000000E+02, 6.41000E+01, 8.65000E+01, 1.06100E+02, 2.53000E+01,0,
 1.560000000E+02, 6.45000E+01, 8.68000E+01, 1.06200E+02, 2.52000E+01,0,
 1.570000000E+02, 6.40000E+01, 8.80000E+01, 1.04800E+02, 2.52000E+01,0,
 1.580000000E+02, 6.32000E+01, 8.75000E+01, 1.03700E+02, 2.51000E+01,0,
 1.590000000E+02, 6.31000E+01, 8.46000E+01, 1.04600E+02, 2.52000E+01,0,
 1.600000000E+02, 6.31000E+01, 8.22000E+01, 1.04700E+02, 2.52000E+01,0,
 1.610000000E+02, 6.33000E+01, 8.11000E+01, 1.05200E+02, 2.51000E+01,0,
 1.620000000E+02, 6.32000E+01, 8.04000E+01, 1.05800E+02, 2.51000E+01,0,
 1.630000000E+02, 6.43000E+01, 8.23000E+01, 1.05500E+02, 2.51000E+01,0,
 1.640000000E+02, 6.50000E+01, 8.31000E+01, 1.05000E+02, 2.51000E+01,0,
 1.650000000E+02, 6.47000E+01, 8.14000E+01, 1.05400E+02, 2.51000E+01,0,
 1.660000000E+02, 6.44000E+01, 7.98000E+01, 1.04700E+02, 2.51000E+01,0,
 1.670000000E+02, 6.41000E+01, 7.84000E+01, 1.05500E+02, 2.51000E+01,0,
 1.680000000E+02, 6.47000E+01, 7.76000E+01, 1.05900E+02, 2.51000E+01,0,
 1.690000000E+02, 6.59000E+01, 7.67000E+01, 1.06400E+02, 2.50000E+01,0,
 1.700000000E+02, 6.60000E+01, 7.65000E+01, 1.06800E+02, 2.50000E+01,0,
 1.710000000E+02, 6.51000E+01, 7.60000E+01, 1.04500E+02, 2.50000E+01,0,
 1.720000000E+02, 6.49000E+01, 7.57000E+01, 1.02400E+02, 2.50000E+01,0,
 1.730000000E+02, 6.46000E+01, 7.52000E+01, 1.00700E+02, 2.53000E+01,0,
 1.740000000E+02, 6.56000E+01, 7.42000E+01, 1.02800E+02, 2.52000E+01,0,
 1.750000000E+02, 6.71000E+01, 7.39000E+01, 1.03400E+02, 2.51000E+01,0,
 1.760000000E+02, 6.61000E+01, 7.48000E+01, 1.02800E+02, 2.51000E+01,0,
 1.770000000E+02, 6.50000E+01, 7.73000E+01, 1.03100E+02, 2.51000E+01,0,
 1.780000000E+02, 6.44000E+01, 7.95000E+01, 1.04300E+02, 2.51000E+01,0,
 1.790000000E+02, 6.39000E+01, 7.93000E+01, 1.06000E+02, 2.51000E+01,0,
 1.800000000E+02, 6.36000E+01, 7.85000E+01, 1.07000E+02, 2.51000E+01,0,
 1.810000000E+02, 6.35000E+01, 7.77000E+01, 1.06900E+02, 2.51000E+01,0,
 1.820000000E+02, 6.25000E+01, 7.86000E+01, 1.06700E+02, 2.50000E+01,0,
 1.830000000E+02, 6.19000E+01, 7.71000E+01, 1.06900E+02, 2.50000E+01,0,
 1.840000000E+02, 6.13000E+01, 7.61000E+01, 1.06800E+02, 2.50000E+01,0,
 1.850000000E+02, 6.13000E+01, 7.62000E+01, 1.06600E+02, 2.51000E+01,0,
 1.860000000E+02, 6.12000E+01, 7.67000E+01, 1.07100E+02, 2.52000E+01,0,
 1.870000000E+02, 6.09000E+01, 7.83000E+01, 1.07500E+02, 2.51000E+01,0,
 1.880000000E+02, 6.10000E+01, 7.72000E+01, 1.07600E+02, 2.51000E+01,0,
 1.890000000E+02, 6.09000E+01, 7.64000E+01, 1.07200E+02, 2.52000E+01,0,
 1.900000000E+02, 6.06000E+01, 7.47000E+01, 1.06600E+02, 2.50000E+01,0,
 1.910000000E+02, 6.02000E+01, 7.17000E+01, 1.05100E+02, 2.50000E+01,0,
 1.920000000E+02, 6.10000E+01, 6.95000E+01, 1.04100E+02, 2.50000E+01,0,
 1.930000000E+02, 6.16000E+01, 6.74000E+01, 1.05800E+02, 2.50000E+01,0,
 1.940000000E+02, 6.28000E+01, 6.66000E+01, 1.07200E+02, 2.52000E+01,0,
 1.950000000E+02, 6.34000E+01, 6.50000E+01, 1.07400E+02, 2.53000E+01,0,
 1.960000000E+02, 6.30000E+01, 6.41000E+01, 1.07300E+02, 2.53000E+01,0,
 1.970000000E+02, 6.19000E+01, 6.64000E+01, 1.06600E+02, 2.52000E+01,0,
 1.980000000E+02, 6.21000E+01, 6.72000E+01, 1.06700E+02, 2.52000E+01,0,
 1.990000000E+02, 6.22000E+01, 6.64000E+01, 1.06800E+02, 2.53000E+01,0,
 2.000000000E+02, 6.40000E+01, 6.68000E+01, 1.06100E+02, 2.53000E+01,0,
 2.010000000E+02, 6.48000E+01, 6.63000E+01, 1.05900E+02, 2.52000E+01,0,
 2.020000000E+02, 6.54000E+01, 6.56000E+01, 1.06000E+02, 2.52000E+01,0,
 2.030000000E+02, 6.42000E+01, 6.50000E+01, 1.06000E+02, 2.51000E+01,0,
 2.040000000E+02, 6.26000E+01, 6.57000E+01, 1.04800E+02, 2.51000E+01,0,
 2.050000000E+02, 6.16000E+01, 6.54000E+01, 1.03700E+02, 2.50000E+01,0,
 2.060000000E+02, 6.17000E+01, 6.60000E+01, 1.02300E+02, 2.51000E+01,0,
 2.070000000E+02, 6.11000E+01, 6.66000E+01, 1.03000E+02, 2.50000E+01,0,
 2.080000000E+02, 6.08000E+01, 6.55000E+01, 1.03000E+02, 2.50000E+01,0,
 2.090000000E+02, 6.10000E+01, 6.60000E+01, 1.03300E+02, 2.50000E+01,0,
 2.100000000E+02, 6.08000E+01, 6.50000E+01, 1.03600E+02, 2.50000E+01,0,
 2.110000000E+02, 6.06000E+01, 6.40000E+01, 1.02300E+02, 2.50000E+01,0,
 2.120000000E+02, 6.04000E+01, 6.34000E+01, 1.03900E+02, 2.51000E+01,0,
 2.130000000E+02, 6.14000E+01, 6.38000E+01, 1.05100E+02, 2.50000E+01,0,
 2.140000000E+02, 6.12000E+01, 6.43000E+01, 1.05200E+02, 2.50000E+01,0,
 2.150000000E+02, 6.05000E+01, 6.61000E+01, 1.04000E+02, 2.51000E+01,0,
 2.160000000E+02, 6.07000E+01, 6.68000E+01, 1.02900E+02, 2.50000E+01,0,
 2.170000000E+02, 6.14000E+01, 6.65000E+01, 1.02900E+02, 2.49000E+01,0,
 2.180000000E+02, 6.19000E+01, 6.63000E+01, 1.04100E+02, 2.49000E+01,0,
 2.190000000E+02, 6.34000E+01, 6.58000E+01, 1.03100E+02, 2.49000E+01,0,
 2.200000000E+02, 6.32000E+01, 6.69000E+01, 1.02800E+02, 2.50000E+01,0,
 2.210000000E+02, 6.25000E+01, 6.82000E+01, 1.02700E+02, 2.50000E+01,0,
 2.220000000E+02, 6.20000E+01, 6.64000E+01, 1.04000E+02, 2.51000E+01,0,
 2.230000000E+02, 6.16000E+01, 6.50000E+01, 1.04300E+02, 2.50000E+01,0,
 2.240000000E+02, 6.14000E+01, 6.46000E+01, 1.03200E+02, 2.50000E+01,0,
 2.250000000E+02, 6.13000E+01, 6.45000E+01, 1.02700E+02, 2.50000E+01,0,
 2.260000000E+02, 6.16000E+01, 6.46000E+01, 1.01600E+02, 2.50000E+01,0,
 2.270000000E+02, 6.20000E+01, 6.62000E+01, 1.02400E+02, 2.51000E+01,0,
 2.280000000E+02, 6.37000E+01, 6.70000E+01, 1.04600E+02, 2.52000E+01,0,
 2.290000000E+02, 6.48000E+01, 6.80000E+01, 1.03700E+02, 2.52000E+01,0,
 2.300000000E+02, 6.46000E+01, 6.91000E+01, 1.02700E+02, 2.54000E+01,0,
 2.310000000E+02, 6.39000E+01, 6.77000E+01, 1.02600E+02, 2.53000E+01,0,
 2.320000000E+02, 6.33000E+01, 6.78000E+01, 1.03800E+02, 2.53000E+01,0,
 2.330000000E+02, 6.31000E+01, 6.83000E+01, 1.04000E+02, 2.53000E+01,0,
 2.340000000E+02, 6.24000E+01, 6.86000E+01, 1.03800E+02, 2.53000E+01,0,
 2.350000000E+02, 6.17000E+01, 6.86000E+01, 1.02200E+02, 2.52000E+01,0,
 2.360000000E+02, 6.22000E+01, 6.71000E+01, 1.03800E+02, 2.52000E+01,0,
 2.370000000E+02, 6.32000E+01, 6.62000E+01, 1.05200E+02, 2.52000E+01,0,
 2.380000000E+02, 6.41000E+01, 6.77000E+01, 1.05400E+02, 2.52000E+01,0,
 2.390000000E+02, 6.40000E+01, 6.90000E+01, 1.05600E+02, 2.52000E+01,0,
 2.400000000E+02, 6.34000E+01, 6.95000E+01, 1.05500E+02, 2.52000E+01,0,
 2.410000000E+02, 6.27000E+01, 7.08000E+01, 1.04500E+02, 2.51000E+01,0,
 2.420000000E+02, 6.22000E+01, 7.17000E+01, 1.05600E+02, 2.51000E+01,0,
 2.430000000E+02, 6.17000E+01, 7.17000E+01, 1.07200E+02, 2.51000E+01,0,
 2.440000000E+02, 6.24000E+01, 7.02000E+01, 1.07900E+02, 2.51000E+01,0,
 2.450000000E+02, 6.19000E+01, 6.79000E+01, 1.08300E+02, 2.51000E+01,0,
 2.460000000E+02, 6.15000E+01, 6.76000E+01, 1.08700E+02, 2.49000E+01,0,
 2.470000000E+02, 6.06000E+01, 6.87000E+01, 1.08700E+02, 2.49000E+01,0,
 2.480000000E+02, 6.00000E+01, 6.64000E+01, 1.09400E+02, 2.50000E+01,0,
 2.490000000E+02, 6.13000E+01, 6.72000E+01, 1.09100E+02, 2.50000E+01,0,
 2.500000000E+02, 6.14000E+01, 6.68000E+01, 1.08000E+02, 2.50000E+01,0,
 2.510000000E+02, 6.11000E+01, 6.77000E+01, 1.07700E+02, 2.51000E+01,0,
 2.520000000E+02, 6.13000E+01, 6.86000E+01, 1.07200E+02, 2.51000E+01,0,
 2.530000000E+02, 6.08000E+01, 6.81000E+01, 1.06900E+02, 2.51000E+01,0,
 2.540000000E+02, 6.05000E+01, 6.74000E+01, 1.07500E+02, 2.51000E+01,0,
 2.550000000E+02, 6.07000E+01, 6.74000E+01, 1.08000E+02, 2.50000E+01,0,
 2.560000000E+02, 6.02000E+01, 6.82000E+01, 1.06000E+02, 2.50000E+01,0,
 2.570000000E+02, 6.02000E+01, 6.78000E+01, 1.07000E+02, 2.51000E+01,0,
 2.580000000E+02, 6.03000E+01, 6.68000E+01, 1.06900E+02, 2.51000E+01,0,
 2.590000000E+02, 5.96000E+01, 6.56000E+01, 1.06700E+02, 2.51000E+01,0,
 2.600000000E+02, 5.95000E+01, 6.69000E+01, 1.05300E+02, 2.51000E+01,0,
 2.610000000E+02, 5.92000E+01, 6.79000E+01, 1.06000E+02, 2.51000E+01,0,
 2.620000000E+02, 5.96000E+01, 6.56000E+01, 1.04900E+02, 2.51000E+01,0,
 2.630000000E+02, 6.03000E+01, 6.59000E+01, 1.05000E+02, 2.52000E+01,0,
 2.640000000E+02, 6.04000E+01, 6.61000E+01, 1.04700E+02, 2.52000E+01,0,
 2.650000000E+02, 6.11000E+01, 6.69000E+01, 1.04800E+02, 2.52000E+01,0,
 2.660000000E+02, 6.08000E+01, 6.70000E+01, 1.06200E+02, 2.51000E+01,0,
 2.670000000E+02, 6.07000E+01, 6.55000E+01, 1.06700E+02, 2.51000E+01,0,
 2.680000000E+02, 6.09000E+01, 6.47000E+01, 1.07000E+02, 2.51000E+01,0,
 2.690000000E+02, 6.14000E+01, 6.25000E+01, 1.06400E+02, 2.52000E+01,0,
 2.700000000E+02, 6.13000E+01, 6.13000E+01, 1.06200E+02, 2.51000E+01,0,
 2.710000000E+02, 6.16000E+01, 6.01000E+01, 1.06000E+02, 2.51000E+01,0,
 2.720000000E+02, 6.17000E+01, 5.87000E+01, 1.04100E+02, 2.52000E+01,0,
 2.730000000E+02, 6.16000E+01, 5.82000E+01, 1.03300E+02, 2.53000E+01,0,
 2.740000000E+02, 6.16000E+01, 5.84000E+01, 1.05000E+02, 2.52000E+01,0,
 2.750000000E+02, 6.15000E+01, 5.82000E+01, 1.05400E+02, 2.52000E+01,0,
 2.760000000E+02, 6.15000E+01, 5.78000E+01, 1.06400E+02, 2.51000E+01,0,
 2.770000000E+02, 6.12000E+01, 5.86000E+01, 1.07100E+02, 2.51000E+01,0,
 2.780000000E+02, 6.12000E+01, 5.98000E+01, 1.07600E+02, 2.50000E+01,0,
